Age,Monthly_Income,Credit_Score,Loan_Amount_Requested,Employment_Status,Existing_Debts,Number_of_Previous_Loans,Payment_History,Debt_to_Income_Ratio,Repayment_Status
31,17639,519,39729,Self-Employed,13914,1,Good,0.46,1
51,1709,524,22152,Employed,11338,9,Fair,0.28,0
29,6483,400,38972,Employed,5695,9,Poor,0.15,0
39,8641,806,8552,Employed,6737,1,Fair,0.5,1
73,11618,630,17468,Unemployed,7929,6,Excellent,0.58,1
23,17761,536,25531,Unemployed,608,9,Poor,0.4,0
53,5466,638,8084,Employed,611,3,Excellent,0.08,1
62,11569,805,44848,Unemployed,1020,8,Fair,0.14,1
53,10318,464,46647,Employed,13072,5,Good,0.12,1
39,12418,517,20163,Employed,240,8,Good,0.48,1
31,11150,675,7055,Employed,2052,2,Good,0.42,1
33,2750,311,3669,Employed,5334,5,Fair,0.35,0
53,6258,731,13028,Employed,1602,5,Good,0.4,1
73,5863,382,2008,Employed,14822,7,Fair,0.23,0
42,3663,730,16523,Employed,10596,6,Excellent,0.57,1
49,11315,777,46307,Employed,4489,2,Fair,0.26,1
50,3353,668,3199,Employed,9606,0,Poor,0.47,0
62,18637,440,43319,Employed,368,1,Good,0.3,1
53,3368,755,37207,Employed,2076,9,Poor,0.1,0
37,18065,801,39650,Self-Employed,14128,1,Excellent,0.22,1
35,19397,702,20297,Self-Employed,9638,0,Fair,0.68,1
55,17068,587,5695,Employed,7109,3,Excellent,0.17,1
20,10594,654,2006,Employed,8200,5,Good,0.12,1
40,6738,642,8114,Employed,3516,3,Good,0.24,1
49,8589,448,45012,Student,4429,3,Good,0.62,0
62,6780,509,30795,Employed,5045,8,Good,0.25,0
33,5744,411,18527,Employed,10469,1,Good,0.32,0
22,3664,835,41320,Employed,8584,0,Poor,0.25,0
21,16649,348,15027,Employed,1851,6,Excellent,0.69,1
38,15588,630,28796,Student,5427,4,Good,0.7,1
57,19905,664,34992,Employed,8970,4,Fair,0.36,1
68,4321,310,29454,Student,3431,1,Fair,0.56,0
31,11973,487,38263,Self-Employed,9890,5,Fair,0.19,0
56,15186,808,13441,Self-Employed,11446,4,Good,0.29,1
48,11262,744,31189,Self-Employed,4482,4,Good,0.49,1
31,7469,389,1181,Employed,6252,5,Good,0.24,1
23,13678,747,13812,Employed,6482,1,Good,0.2,1
29,7668,331,23716,Employed,3271,4,Good,0.65,0
33,18597,626,41218,Employed,11444,0,Fair,0.21,1
34,15596,373,36713,Employed,11803,7,Good,0.09,1
62,8703,550,27633,Employed,10804,0,Fair,0.54,0
40,5045,749,11939,Employed,14071,6,Good,0.21,1
31,2363,654,11072,Employed,10037,5,Excellent,0.34,1
24,17648,832,45562,Employed,3508,7,Fair,0.12,1
63,19309,595,9846,Unemployed,6976,4,Fair,0.09,0
49,2153,597,4686,Self-Employed,3892,5,Excellent,0.35,1
32,9629,627,30998,Self-Employed,3111,3,Fair,0.27,1
61,1943,601,27775,Employed,4317,9,Good,0.38,0
34,6606,811,20215,Employed,14632,9,Excellent,0.68,1
58,5936,637,28984,Employed,1866,0,Good,0.31,1
71,10972,673,44195,Employed,9244,6,Excellent,0.44,1
64,4539,393,26297,Employed,926,1,Fair,0.11,0
61,9791,431,32619,Self-Employed,3772,0,Excellent,0.63,1
51,11778,352,43160,Employed,13513,0,Excellent,0.57,0
22,17785,795,30552,Employed,11234,0,Excellent,0.39,1
62,15444,528,44422,Student,5927,1,Excellent,0.17,1
44,4237,511,25885,Self-Employed,14820,0,Good,0.33,0
69,3107,803,18409,Self-Employed,12417,3,Good,0.24,1
40,4453,794,5412,Employed,2095,9,Excellent,0.7,1
57,13673,532,47075,Unemployed,12032,9,Fair,0.37,1
31,7433,370,21027,Employed,9018,6,Good,0.32,0
32,12886,488,9559,Employed,11679,9,Good,0.16,0
60,16721,307,5650,Employed,4695,2,Excellent,0.21,1
50,6182,631,11844,Employed,769,8,Fair,0.51,0
70,16353,315,18633,Unemployed,6714,1,Good,0.4,1
48,12784,392,36751,Unemployed,12162,1,Good,0.28,0
52,12654,561,38343,Employed,8648,6,Good,0.24,1
34,10547,848,31493,Employed,9264,8,Excellent,0.18,1
45,11838,460,24831,Employed,2775,5,Fair,0.07,0
36,15823,650,37877,Employed,5367,0,Good,0.69,1
63,6425,473,48131,Employed,14141,5,Good,0.54,0
71,7283,616,46197,Employed,6433,3,Excellent,0.65,1
40,13843,317,2782,Employed,4630,4,Good,0.32,1
49,11417,785,21952,Self-Employed,7698,3,Excellent,0.62,1
57,11645,666,31219,Employed,10675,2,Good,0.22,1
30,8223,650,43167,Unemployed,5502,1,Excellent,0.38,1
37,18068,827,5412,Employed,13407,1,Fair,0.18,1
52,18405,734,31056,Employed,10490,9,Excellent,0.55,1
22,19132,569,30116,Self-Employed,14576,3,Fair,0.37,0
26,14849,367,48507,Employed,2971,2,Fair,0.4,0
46,2502,329,48855,Self-Employed,12121,5,Poor,0.61,0
23,7766,615,31633,Self-Employed,4400,9,Poor,0.53,0
42,12830,463,15598,Employed,14892,2,Poor,0.68,0
48,16480,619,11616,Employed,13899,2,Fair,0.31,1
39,8517,313,38448,Self-Employed,1642,3,Excellent,0.35,0
19,10085,578,34238,Employed,1017,4,Good,0.45,0
62,17511,731,13101,Employed,13278,8,Excellent,0.34,1
22,19501,562,38595,Self-Employed,13883,4,Good,0.32,1
44,18544,821,38835,Employed,4042,0,Good,0.27,1
42,7024,471,11286,Employed,9655,8,Poor,0.59,0
25,6750,657,36762,Employed,1511,1,Poor,0.4,0
72,9012,312,12070,Employed,5617,3,Excellent,0.44,0
18,1819,531,29091,Employed,6275,9,Good,0.18,0
37,11916,775,41702,Employed,11665,5,Good,0.21,1
61,5100,770,47739,Employed,4471,8,Good,0.27,1
40,6779,459,47707,Employed,14246,1,Good,0.35,1
49,19651,560,22742,Unemployed,11830,8,Poor,0.08,1
28,16994,658,34050,Employed,1721,8,Fair,0.63,1
56,19682,554,41377,Unemployed,686,0,Excellent,0.64,1
64,13898,814,15428,Employed,4466,5,Good,0.48,1
71,1782,579,45608,Self-Employed,11675,5,Fair,0.26,0
41,15530,416,3733,Employed,4250,8,Good,0.3,1
28,16802,461,5067,Employed,6388,5,Good,0.53,1
46,6666,597,19741,Student,14877,1,Poor,0.24,0
71,8621,596,12127,Employed,11824,7,Good,0.45,1
43,16177,657,13010,Self-Employed,12969,0,Good,0.64,1
33,17873,817,37006,Employed,3277,4,Poor,0.32,1
52,6396,677,10964,Self-Employed,5955,9,Good,0.43,1
37,18014,725,29653,Employed,12131,2,Good,0.65,1
63,2793,836,25373,Employed,11136,5,Excellent,0.27,1
20,8457,468,8210,Employed,3499,4,Excellent,0.54,1
18,17944,814,1787,Employed,11110,9,Good,0.54,1
70,11240,663,49467,Employed,1444,3,Good,0.65,1
64,14059,729,25618,Employed,8279,2,Good,0.61,1
18,11473,382,16060,Unemployed,1529,0,Poor,0.54,0
34,7776,629,46256,Employed,11431,7,Excellent,0.46,1
19,9652,432,28518,Student,3185,4,Excellent,0.21,1
46,9473,756,48770,Self-Employed,12,7,Excellent,0.49,1
37,16833,652,23168,Employed,11120,8,Fair,0.23,1
23,1537,643,38411,Employed,13989,7,Poor,0.34,0
25,7490,393,29481,Employed,5276,5,Fair,0.51,0
46,6938,681,22112,Employed,8511,9,Fair,0.49,0
65,17235,594,6640,Unemployed,4387,7,Excellent,0.31,1
68,12356,497,4410,Employed,13927,4,Good,0.17,1
50,1973,378,35126,Employed,14958,8,Fair,0.36,0
20,1558,513,26780,Employed,4868,5,Good,0.23,1
52,4136,458,45564,Employed,9875,1,Excellent,0.22,1
22,16334,500,12185,Employed,5596,6,Good,0.26,1
44,17077,321,16631,Employed,5770,0,Excellent,0.51,1
61,8796,638,44201,Student,13211,9,Good,0.37,1
29,14170,541,17921,Employed,13744,0,Poor,0.29,0
37,11225,537,29587,Employed,10641,7,Excellent,0.64,1
62,4174,448,38344,Unemployed,4253,4,Good,0.51,0
37,17296,306,21909,Employed,8575,9,Excellent,0.37,1
26,12565,532,20967,Employed,12685,8,Poor,0.32,0
56,12526,376,8898,Employed,6199,5,Excellent,0.58,1
21,3576,788,42904,Employed,1096,0,Good,0.16,1
68,6287,386,15216,Employed,969,5,Excellent,0.48,1
71,8994,521,27399,Employed,6903,0,Fair,0.06,0
36,4081,712,29474,Employed,2520,4,Excellent,0.05,1
55,17100,501,13398,Employed,3251,2,Good,0.66,1
44,15833,575,47762,Employed,11866,9,Excellent,0.38,1
62,11904,520,42810,Employed,193,9,Fair,0.25,1
60,12666,456,20309,Student,14018,8,Good,0.57,1
30,2432,480,30658,Self-Employed,11036,0,Excellent,0.69,0
30,19547,428,42955,Self-Employed,7551,5,Fair,0.07,1
74,10248,542,40482,Employed,13047,2,Fair,0.07,0
39,17077,471,24581,Employed,1252,8,Good,0.61,1
45,16515,802,33010,Employed,794,1,Good,0.41,1
69,17608,779,15287,Self-Employed,10914,6,Good,0.62,1
64,2604,569,23390,Employed,1626,8,Good,0.5,0
70,19154,720,46721,Self-Employed,14601,2,Good,0.36,1
62,14436,462,9541,Student,13950,2,Excellent,0.15,1
39,11101,323,18921,Employed,11033,2,Poor,0.3,0
60,5146,796,44937,Employed,5190,0,Excellent,0.56,1
36,16460,492,41149,Employed,8282,8,Good,0.2,1
25,16378,689,31238,Employed,11869,8,Excellent,0.51,1
69,19938,796,3366,Employed,7243,5,Poor,0.21,1
25,10645,428,14494,Employed,13927,8,Fair,0.35,0
59,19726,842,40796,Employed,14780,8,Fair,0.11,1
43,4302,335,44196,Employed,7364,0,Excellent,0.35,0
65,17865,756,12286,Unemployed,4172,2,Good,0.45,1
68,7605,660,7041,Student,11711,2,Excellent,0.42,1
43,4249,514,20985,Unemployed,1320,0,Poor,0.31,0
40,18474,586,5174,Employed,3459,5,Good,0.29,1
60,19252,668,34691,Employed,2369,3,Good,0.23,1
30,11681,768,23726,Employed,2468,7,Good,0.55,1
45,2861,485,28838,Employed,10785,5,Good,0.56,0
26,5273,773,4303,Employed,9849,3,Fair,0.36,0
37,14995,360,47653,Employed,11569,4,Good,0.3,0
73,3564,561,28177,Employed,4037,1,Good,0.46,0
36,7116,410,43007,Employed,345,9,Good,0.41,0
65,9475,440,10890,Employed,12073,0,Fair,0.48,0
56,12460,834,22964,Self-Employed,1664,6,Fair,0.25,1
68,16824,378,27806,Unemployed,3873,9,Excellent,0.56,1
29,7743,793,8600,Student,10964,2,Excellent,0.26,1
32,11060,330,27444,Employed,649,2,Good,0.32,1
48,16184,815,28230,Unemployed,5380,5,Good,0.14,1
72,9830,808,41890,Employed,13657,2,Excellent,0.61,1
31,6423,365,17466,Employed,7851,6,Excellent,0.47,0
28,7967,809,17476,Unemployed,10898,6,Good,0.2,1
43,7576,670,33021,Employed,6292,4,Good,0.6,1
59,9501,586,28732,Unemployed,1912,0,Good,0.51,1
44,16803,475,8375,Employed,14753,8,Poor,0.34,0
28,19199,422,8837,Employed,7196,1,Fair,0.69,0
55,17957,530,24108,Employed,11877,3,Fair,0.27,1
51,10175,303,18851,Self-Employed,13774,9,Excellent,0.11,1
60,13803,711,27600,Employed,6095,9,Good,0.53,1
36,19433,549,16188,Self-Employed,8050,1,Excellent,0.54,1
23,19243,786,45777,Employed,13053,0,Poor,0.09,1
63,16628,644,6489,Employed,10001,0,Good,0.58,1
69,19780,632,20082,Self-Employed,8058,0,Excellent,0.55,1
55,8159,752,9983,Employed,5680,6,Good,0.65,1
66,6746,457,34243,Employed,3260,8,Excellent,0.13,1
59,8467,569,9695,Employed,2112,0,Good,0.44,1
45,8161,717,1230,Employed,9674,9,Excellent,0.19,1
18,13916,739,40789,Employed,8867,5,Excellent,0.31,1
52,2010,328,33103,Employed,14559,4,Good,0.22,0
57,10114,634,43546,Unemployed,475,2,Excellent,0.34,1
25,3932,537,27350,Employed,325,1,Fair,0.12,0
69,3406,452,12282,Self-Employed,7686,1,Good,0.25,0
71,17054,414,21354,Employed,3263,1,Excellent,0.1,1
64,17948,698,29802,Employed,8039,6,Good,0.37,1
73,6428,331,12355,Employed,2135,3,Excellent,0.24,0
24,6210,831,31238,Employed,4253,6,Good,0.43,1
28,13040,352,44369,Employed,9488,9,Excellent,0.35,1
56,7624,494,18144,Employed,5035,0,Excellent,0.21,1
21,9337,604,6243,Employed,8135,9,Excellent,0.12,1
42,17083,644,21336,Employed,281,3,Good,0.54,1
29,18684,381,18680,Employed,656,8,Poor,0.46,0
43,7609,300,11594,Self-Employed,2210,6,Good,0.07,0
55,11409,466,19531,Self-Employed,11437,9,Excellent,0.69,1
63,8159,616,27215,Unemployed,9092,5,Excellent,0.47,1
29,2738,482,38164,Employed,7468,6,Good,0.18,0
60,16564,572,17992,Student,12618,1,Excellent,0.6,1
68,7120,672,31523,Self-Employed,143,0,Excellent,0.62,1
70,2986,661,34649,Employed,3369,9,Fair,0.42,0
54,6181,500,11442,Self-Employed,3933,8,Excellent,0.63,1
63,12990,491,30893,Employed,7355,1,Fair,0.07,1
70,5970,640,24700,Employed,10679,1,Excellent,0.66,1
41,13223,598,44388,Employed,2535,2,Excellent,0.09,1
33,15388,805,14042,Employed,9605,2,Fair,0.47,1
74,8677,439,28577,Employed,9235,2,Fair,0.27,0
30,14701,605,14494,Unemployed,13523,3,Good,0.08,1
42,6941,495,22275,Employed,10775,0,Excellent,0.65,0
71,19724,360,40248,Employed,11866,0,Good,0.14,1
71,13219,659,24889,Employed,13875,3,Excellent,0.6,1
74,6897,606,35762,Employed,649,0,Poor,0.26,0
69,3121,779,17173,Unemployed,4760,3,Good,0.53,1
71,19445,632,8768,Employed,3291,1,Poor,0.22,0
21,19300,382,13509,Employed,7121,6,Good,0.43,1
28,5690,633,2011,Self-Employed,11113,5,Good,0.57,1
49,6554,816,24287,Employed,8364,1,Excellent,0.42,1
66,2630,773,33152,Unemployed,3021,1,Fair,0.25,1
24,15571,693,18072,Employed,2048,0,Excellent,0.2,1
63,13436,679,37836,Employed,12270,3,Good,0.16,1
28,3618,320,37215,Self-Employed,11288,1,Good,0.6,0
45,2163,476,25281,Employed,5323,4,Good,0.45,0
71,17235,662,32038,Employed,11119,3,Good,0.38,1
58,11263,321,16948,Self-Employed,1894,0,Fair,0.21,0
40,19407,847,24639,Employed,5320,4,Excellent,0.33,1
62,9553,549,11236,Employed,3976,4,Good,0.45,1
40,18871,372,25459,Student,13225,4,Good,0.1,1
67,5345,390,26016,Employed,11454,1,Excellent,0.28,1
45,14996,475,26800,Employed,408,3,Good,0.21,1
60,7801,425,31271,Employed,11741,4,Poor,0.47,0
64,13385,503,36230,Employed,3375,5,Poor,0.44,0
74,17982,545,38891,Self-Employed,12214,6,Excellent,0.24,1
43,3788,570,30621,Employed,6887,9,Fair,0.08,1
42,9296,343,5178,Employed,7899,2,Fair,0.17,0
71,8763,847,33448,Unemployed,577,2,Excellent,0.15,1
46,14277,467,14276,Self-Employed,14296,9,Good,0.42,1
36,10270,734,15828,Employed,8145,1,Fair,0.16,1
50,8885,329,7149,Employed,11799,8,Good,0.36,0
53,16362,656,28328,Unemployed,4177,0,Good,0.45,1
31,9964,790,19136,Employed,602,2,Good,0.62,1
31,6381,547,30018,Employed,3755,2,Excellent,0.21,1
52,17518,552,32376,Employed,14263,7,Excellent,0.17,1
47,17191,681,44962,Employed,6690,5,Fair,0.16,1
45,10867,835,6916,Unemployed,4069,2,Excellent,0.28,1
34,1913,718,5546,Self-Employed,6320,0,Fair,0.47,1
20,19434,422,16361,Employed,14991,2,Excellent,0.49,1
33,16214,593,4359,Self-Employed,5334,3,Good,0.19,1
63,8641,442,13134,Employed,9179,0,Good,0.14,1
47,14682,810,45256,Employed,4236,2,Fair,0.34,1
69,17725,356,30625,Self-Employed,10507,3,Fair,0.14,0
46,3446,341,41372,Employed,4234,6,Fair,0.58,0
62,1691,420,46269,Unemployed,3118,3,Good,0.1,0
32,17924,642,37782,Employed,1083,0,Good,0.54,1
63,15675,631,1899,Employed,10800,8,Good,0.08,1
73,11551,755,34957,Unemployed,9779,5,Excellent,0.57,1
42,7392,736,32092,Employed,1084,8,Excellent,0.46,1
68,4949,640,34420,Employed,1749,6,Good,0.26,1
55,9827,640,1982,Employed,3166,3,Good,0.31,1
59,7409,715,34343,Self-Employed,9847,0,Excellent,0.49,1
64,13893,481,9524,Employed,3546,6,Excellent,0.17,1
70,3441,563,5307,Unemployed,8231,8,Good,0.63,1
71,5721,509,7753,Employed,13657,5,Excellent,0.36,1
69,8043,822,44173,Employed,1350,0,Excellent,0.54,1
55,19442,481,44133,Student,1994,8,Good,0.38,1
40,15512,743,32900,Employed,6580,6,Excellent,0.34,1
42,3621,550,45793,Employed,14140,0,Excellent,0.36,1
59,18912,437,41508,Unemployed,10645,3,Good,0.29,1
24,13226,517,18439,Employed,743,4,Good,0.53,1
39,7156,753,39794,Employed,3282,1,Poor,0.6,0
34,10467,386,21753,Self-Employed,4133,2,Excellent,0.61,0
35,17264,592,35092,Self-Employed,6611,1,Good,0.13,1
66,17373,391,49148,Employed,10556,3,Good,0.54,1
58,12579,507,4595,Employed,9298,6,Excellent,0.18,1
27,19762,503,21211,Unemployed,3427,4,Good,0.06,1
27,3771,485,28238,Employed,8821,6,Good,0.23,1
74,3107,384,19707,Employed,4910,0,Good,0.24,0
24,17179,455,47086,Employed,12826,2,Fair,0.58,0
65,18489,592,2882,Employed,10448,1,Fair,0.53,1
67,5165,832,28639,Self-Employed,3985,0,Excellent,0.11,1
55,17808,460,14766,Employed,5756,4,Excellent,0.26,1
44,7352,685,2153,Employed,7443,2,Good,0.21,1
69,6962,784,17660,Unemployed,491,7,Good,0.44,1
50,5770,802,39172,Self-Employed,6441,4,Fair,0.4,1
18,17197,455,39060,Employed,7976,4,Poor,0.49,0
61,19260,442,25907,Employed,12871,6,Excellent,0.64,1
70,4962,583,44212,Self-Employed,4153,7,Fair,0.32,0
51,16974,334,12243,Student,9674,0,Good,0.48,0
21,1847,523,47010,Employed,13942,4,Good,0.65,0
34,17884,692,44367,Employed,1949,8,Excellent,0.4,1
21,1562,707,20586,Employed,10635,8,Excellent,0.25,1
60,3283,687,17690,Employed,5493,6,Good,0.31,1
71,9917,596,7663,Employed,3133,3,Good,0.54,1
43,8066,622,48981,Self-Employed,11709,1,Poor,0.52,0
21,18926,787,7189,Employed,2134,4,Good,0.54,1
18,12372,338,21673,Employed,10053,3,Good,0.53,0
24,16818,804,4589,Employed,610,0,Poor,0.65,1
47,2734,802,37409,Employed,7566,6,Good,0.55,1
67,3484,836,41104,Employed,9339,2,Excellent,0.61,1
26,19478,615,16481,Employed,6117,5,Good,0.42,1
52,3452,795,22492,Employed,4741,4,Excellent,0.47,1
25,19579,416,48310,Student,10522,3,Poor,0.68,0
41,18838,641,3162,Self-Employed,2561,2,Good,0.62,1
36,4791,539,15574,Employed,7045,8,Excellent,0.56,1
53,10048,744,24093,Self-Employed,828,4,Excellent,0.5,1
67,16004,786,30864,Employed,1695,9,Good,0.28,1
69,13287,710,6167,Unemployed,10396,6,Good,0.41,1
60,2468,597,44743,Student,10465,3,Good,0.09,0
44,18125,351,20525,Employed,11072,0,Good,0.32,1
49,5734,603,21987,Student,5774,1,Excellent,0.12,1
31,9838,587,17538,Employed,3465,9,Excellent,0.52,1
74,8849,417,4630,Employed,265,4,Good,0.63,1
35,14868,723,9652,Employed,1289,7,Excellent,0.16,1
45,16701,508,26366,Student,11812,7,Poor,0.21,0
46,17570,426,47281,Employed,13599,7,Excellent,0.61,1
33,10234,592,40565,Employed,5411,8,Good,0.43,1
52,10383,818,32036,Employed,11583,1,Excellent,0.43,1
64,2525,521,40362,Employed,472,3,Excellent,0.42,1
48,13697,376,2867,Unemployed,6542,9,Fair,0.19,0
21,4859,637,27264,Employed,5192,5,Good,0.21,1
54,6757,574,1576,Employed,10767,5,Good,0.67,1
34,4451,416,8263,Employed,1896,4,Excellent,0.52,0
56,8889,591,47999,Employed,3154,1,Excellent,0.11,1
65,16166,570,4764,Employed,6317,7,Good,0.19,1
63,16452,746,25937,Self-Employed,9081,0,Fair,0.46,1
43,15727,456,34224,Employed,11691,0,Excellent,0.23,1
65,19034,483,28825,Employed,1611,0,Good,0.21,1
56,17124,723,29800,Employed,6434,8,Fair,0.18,1
58,3235,315,36878,Employed,4476,4,Fair,0.17,0
21,18922,397,38675,Self-Employed,14898,1,Excellent,0.45,1
47,7869,599,5968,Employed,8377,0,Good,0.64,1
47,8627,721,25925,Employed,13316,3,Fair,0.28,1
39,4412,606,28268,Employed,12197,1,Fair,0.13,1
28,16964,573,15202,Employed,3333,2,Excellent,0.13,1
19,14106,560,21931,Employed,2226,1,Good,0.66,1
61,2742,538,5083,Employed,3213,7,Poor,0.39,0
29,17136,631,17492,Employed,4015,2,Good,0.35,1
47,11608,414,2231,Employed,1291,1,Fair,0.63,0
53,9598,567,34344,Self-Employed,10865,5,Excellent,0.38,1
35,4912,311,1240,Unemployed,2517,6,Fair,0.36,0
43,13132,372,11830,Employed,13292,8,Good,0.65,0
70,14731,705,49215,Unemployed,11955,9,Excellent,0.36,1
24,16683,477,24950,Self-Employed,11240,3,Good,0.3,1
18,8660,558,39577,Employed,8049,4,Excellent,0.43,1
43,19097,699,27617,Self-Employed,13379,5,Fair,0.69,1
40,12623,569,14573,Employed,2154,2,Fair,0.68,0
43,18302,785,27728,Unemployed,14906,2,Good,0.55,1
62,6460,358,43908,Employed,7604,2,Good,0.37,0
23,2288,565,41924,Employed,3102,4,Good,0.62,1
23,19755,374,27071,Student,3618,5,Excellent,0.32,1
61,14850,389,11285,Employed,3843,8,Good,0.47,1
25,19909,804,28513,Employed,520,8,Excellent,0.17,1
41,3946,656,11270,Self-Employed,1644,4,Excellent,0.48,1
39,17683,453,19839,Employed,654,7,Poor,0.23,0
36,10252,517,20830,Self-Employed,41,6,Excellent,0.55,1
54,14940,785,43365,Employed,14932,3,Good,0.32,1
35,13596,839,17270,Employed,11103,0,Fair,0.31,1
48,18423,429,38579,Employed,3784,2,Good,0.54,1
54,7999,365,8827,Employed,3951,9,Good,0.33,1
47,16267,443,44705,Employed,10015,4,Excellent,0.51,1
74,12837,679,28324,Employed,13135,9,Excellent,0.61,1
59,17319,612,27088,Employed,5420,2,Good,0.14,1
50,17284,706,41574,Employed,10500,3,Good,0.36,1
27,6811,706,3923,Employed,1513,8,Excellent,0.66,1
54,12952,576,38769,Employed,4766,8,Good,0.58,1
29,16074,708,18192,Employed,3736,8,Fair,0.68,1
71,19779,613,41244,Employed,9472,8,Excellent,0.61,1
47,17452,848,13886,Employed,4924,0,Excellent,0.25,1
44,4000,548,32352,Employed,11330,8,Excellent,0.17,1
56,16218,760,39731,Employed,7892,1,Good,0.19,1
26,4329,698,39703,Employed,8411,7,Fair,0.19,1
71,1547,750,21614,Employed,11586,8,Excellent,0.1,1
38,3864,770,17711,Employed,4009,7,Fair,0.64,0
29,14364,733,29870,Employed,4959,8,Good,0.38,1
72,9677,745,18066,Employed,11999,4,Good,0.12,1
46,14847,402,45291,Employed,10224,9,Excellent,0.55,1
50,9431,627,33891,Employed,1629,6,Good,0.26,1
60,14341,545,1753,Self-Employed,7226,2,Poor,0.1,0
70,13344,357,41882,Employed,3249,3,Poor,0.17,0
32,10094,404,35374,Self-Employed,460,3,Good,0.48,0
19,14918,368,40293,Employed,289,9,Good,0.57,0
69,3586,601,4578,Self-Employed,9327,3,Excellent,0.21,1
56,11919,452,22050,Employed,14517,7,Poor,0.43,0
70,13102,836,16468,Employed,10705,1,Fair,0.05,1
61,12682,334,20229,Employed,223,1,Good,0.23,1
71,14335,314,3938,Employed,2445,4,Fair,0.17,0
35,19033,405,49925,Employed,7327,5,Excellent,0.1,1
20,17946,373,43886,Employed,453,3,Excellent,0.36,1
24,4653,584,14875,Employed,12650,6,Fair,0.46,0
60,10700,849,36195,Employed,2046,9,Good,0.08,1
35,11723,496,25740,Employed,14160,3,Good,0.14,1
61,11773,579,15150,Unemployed,10914,7,Good,0.66,0
55,2251,452,10701,Employed,5911,1,Excellent,0.2,1
54,10349,590,24291,Employed,12290,9,Good,0.54,1
50,18584,441,30286,Employed,12880,3,Good,0.54,1
61,17720,611,25116,Employed,12067,6,Excellent,0.26,1
48,11848,331,6886,Employed,8882,4,Good,0.18,0
28,19424,325,14672,Unemployed,5479,9,Good,0.21,1
21,7667,554,15508,Employed,9040,1,Poor,0.42,0
35,7864,355,29668,Employed,14264,2,Excellent,0.3,1
21,3483,592,44770,Unemployed,3386,3,Good,0.37,1
66,16129,529,10392,Unemployed,4701,4,Poor,0.58,0
51,17788,352,38936,Student,4824,6,Excellent,0.38,1
46,12773,400,47190,Self-Employed,6165,2,Fair,0.7,0
41,9148,766,4281,Employed,2468,8,Excellent,0.48,1
39,9394,566,47839,Unemployed,6090,9,Fair,0.18,0
19,14805,301,9810,Unemployed,13437,2,Good,0.37,0
61,14425,321,38722,Employed,9620,4,Poor,0.58,0
23,11827,511,30850,Employed,5774,4,Excellent,0.19,1
59,19533,535,37491,Employed,2315,6,Good,0.52,1
42,12911,828,35454,Employed,3925,5,Good,0.07,1
72,8400,687,48659,Employed,14950,2,Fair,0.66,0
74,17637,313,13924,Self-Employed,10807,0,Excellent,0.48,0
38,5300,818,17023,Employed,738,5,Excellent,0.16,1
72,3978,521,29508,Self-Employed,5225,5,Good,0.62,0
33,11467,702,29468,Employed,4751,3,Good,0.1,1
48,11658,812,29379,Employed,14880,1,Good,0.31,1
31,8554,586,26929,Unemployed,7796,8,Excellent,0.53,1
56,7559,683,38007,Employed,2218,5,Fair,0.66,0
45,11459,546,42313,Self-Employed,10544,0,Good,0.28,1
49,13507,390,17664,Employed,14669,7,Excellent,0.59,1
45,9933,611,14633,Employed,7915,9,Excellent,0.18,1
68,7709,736,45337,Unemployed,6543,6,Excellent,0.07,1
72,8615,342,5932,Employed,11431,5,Good,0.07,1
66,14568,373,17205,Employed,7106,0,Good,0.48,0
26,4868,615,20934,Employed,874,9,Good,0.15,0
62,17628,443,6183,Self-Employed,8526,4,Poor,0.08,0
39,4327,628,21251,Unemployed,5987,3,Excellent,0.68,1
49,17490,508,21744,Employed,1178,6,Fair,0.21,1
22,3987,398,3053,Employed,629,1,Fair,0.35,0
40,14847,413,38776,Employed,6519,0,Excellent,0.45,1
22,17777,474,9359,Student,6014,6,Poor,0.14,0
59,3143,570,48458,Employed,80,7,Poor,0.28,0
70,19096,362,46905,Employed,909,4,Good,0.47,0
49,1519,703,35934,Employed,8641,7,Good,0.47,1
27,2175,524,41874,Unemployed,3070,3,Fair,0.6,0
56,18492,460,13461,Employed,11162,7,Good,0.33,1
32,17945,335,44966,Employed,5429,2,Fair,0.63,0
24,10957,680,22566,Employed,4078,6,Excellent,0.49,1
46,2654,617,46006,Employed,14167,5,Excellent,0.42,1
64,11320,755,28516,Employed,1979,0,Excellent,0.13,1
20,11318,568,36413,Employed,4775,4,Good,0.42,1
36,5216,643,48313,Employed,6828,3,Fair,0.44,0
27,6742,339,47064,Employed,11587,5,Good,0.54,0
45,6522,713,32469,Self-Employed,729,8,Good,0.52,1
46,19326,679,5627,Employed,11491,3,Good,0.39,1
32,3153,521,12191,Employed,11203,1,Excellent,0.44,1
52,4002,580,34973,Self-Employed,14526,7,Fair,0.55,0
23,18165,524,7703,Self-Employed,7905,0,Good,0.28,1
29,15586,756,17611,Employed,3020,5,Poor,0.14,1
64,4903,453,46669,Employed,9205,3,Good,0.62,1
55,2735,579,35904,Employed,4775,5,Good,0.68,0
30,14649,652,24695,Employed,1320,2,Poor,0.33,1
46,15896,338,45691,Student,6332,8,Excellent,0.69,1
36,15930,788,7958,Employed,3264,2,Excellent,0.26,1
20,18669,497,17633,Self-Employed,4608,2,Good,0.09,1
25,15364,575,3272,Self-Employed,13320,4,Good,0.42,1
